,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
1993-08-17,42.25,58.12,84.38,125.55,,5162.0,74.576,1985.8,24.0,3008.6875,12.21,299.17,3327.83,88.9536,,132.98,,72.067,3144.9,65.96875,724.87,57.68,142.59,95.73,43.43,516.62,710.97,113.58,141.885,,,684.39,24388.0,,641.5,192.92,355.95,,,,8.87,30.72,589.32,9.996,403.375,,,9197.375,
1993-08-18,42.44,58.05,84.38,128.02,,5294.0,74.184,2005.2,23.65,2989.75,12.11,303.06,3364.19,88.9536,,134.56,,72.108,3201.4,66.046875,730.12,57.52,142.59,94.82,42.92,509.54,723.49,114.114,142.167,,,701.864,24371.0,,637.0,192.71,358.51,,,,8.84,30.76,592.17,10.007,402.5625,,,9066.0,
1993-08-19,42.84,58.05,84.82,126.92,,5248.0,74.655,1984.0,23.64,3005.5,12.11,302.3,3358.13,88.9627,,134.44,,72.108,3188.5,66.25,724.09,57.24,142.81,95.5,42.99,516.18,722.99,113.809,143.082,,,696.039,24499.0,,635.875,192.64,353.84,,,,8.87,30.77,592.56,9.896,407.1875,,,9124.375,
1993-08-20,42.5,57.96,85.47,127.86,,5253.0,74.38,1978.4,24.23,2992.875,12.21,301.75,3315.71,88.9719,,134.15,,72.149,3185.4,66.2890625,727.98,57.27,143.03,96.41,43.29,524.81,725.49,113.733,144.28,,,716.426,23986.0,,631.375,191.52,355.3,,,,8.62,30.96,592.24,10.193,409.0,,,9066.0,
1993-08-23,41.91,58.02,86.6,126.93,,5376.0,74.262,1960.9,24.54,3015.0,12.31,304.22,3282.81,88.9627,,133.81,,71.943,3167.7,66.265625,726.23,57.32,144.13,97.82,43.77,531.44,757.43,113.313,143.096,,,693.784,23753.0,,634.75,190.04,355.85,,,,8.77,31.19,591.07,10.119,412.6875,,,9044.125,
1993-08-24,42.02,58.01,85.62,126.48,,5386.0,74.419,1970.1,24.31,2999.1875,12.23,304.87,3318.31,88.9719,,134.56,,72.068,3170.8,66.5078125,725.07,57.08,144.13,98.06,43.48,534.54,752.11,113.351,143.175,,,692.332,23934.0,,629.125,187.52,355.67,,,,8.84,31.02,597.36,10.055,411.1875,,,9029.5,
1993-08-25,42.23,58.23,85.36,125.07,,5401.0,74.763,1994.1,24.27,2992.875,12.17,313.04,3324.37,88.9719,,135.72,,71.964,3204.0,66.625,726.23,57.29,142.81,96.52,43.1,544.28,765.18,112.474,145.227,,,691.171,23998.0,,629.125,179.09,355.3,,,,8.66,30.85,598.4,10.06,410.375,,,8912.6875,
1993-08-26,42.06,58.18,84.67,127.71,,5442.0,74.468,2009.8,24.32,2945.5,12.26,309.64,3284.54,88.9811,,134.18,,71.694,3214.4,66.796875,717.1,57.3,142.15,96.35,43.39,547.15,757.43,112.131,148.226,,,704.814,24016.0,,621.25,169.13,349.35,,,,8.81,30.51,598.53,9.928,404.75,,,8752.125,
1993-08-27,41.84,58.35,86.64,126.98,,5570.0,74.37,2013.5,24.9,2958.125,12.47,308.27,3317.44,88.9719,,135.64,,71.943,3224.8,66.7109375,719.63,57.96,143.25,97.15,44.19,542.28,766.15,113.733,149.174,,,710.33,24318.0,,625.75,172.08,349.53,,,,8.65,30.54,598.14,10.089,409.75,,,8795.9375,
1993-08-30,42.15,58.47,86.74,126.29,,5549.0,74.213,2032.3,24.81,2948.9375,,301.04,3346.88,88.9811,,137.46,,72.213,,66.8203125,721.96,,,97.27,44.33,550.28,768.57,114.419,147.911,,,697.558,24534.0,,618.0625,175.74,351.73,,,,8.83,30.54,599.57,10.268,410.5625,,,8866.6875,
1993-08-31,42.32,58.55,85.8,125.85,,5503.0,74.311,2043.3,24.23,2912.125,12.2,303.28,3348.61,88.9811,,138.72,,72.463,3223.7,66.7421875,726.62,58.1,142.81,97.38,43.29,544.01,754.05,114.61,148.7,,,689.43,24476.0,,613.6875,175.67,351.64,,,,8.57,30.22,601.19,10.283,404.0,,,8930.375,
1993-09-01,42.04,58.59,84.97,126.98,,5488.0,73.899,2024.9,23.8,2866.125,11.95,298.57,3333.02,88.9811,,137.34,,72.629,3211.3,66.75,720.6,58.11,141.04,94.95,,532.78,764.21,115.372,148.226,,,686.817,24394.0,,597.1875,173.49,349.08,,,,8.66,29.85,600.61,10.072,398.6875,,,8873.75,
1993-09-02,41.23,58.68,85.66,126.9,,5391.0,74.007,2013.9,23.8,2884.5625,11.91,305.81,3347.74,88.9903,,136.51,,72.754,3202.0,66.875,708.35,57.84,142.59,98.23,,540.34,755.01,116.135,148.7,,,698.428,24446.0,,601.5625,171.37,341.75,,,,8.59,29.92,598.47,9.704,402.5,,,8838.375,
1993-09-03,40.74,58.75,86.49,129.11,,5539.0,73.919,1983.7,23.48,2902.9375,11.81,303.78,3328.7,89.0455,,134.07,,72.442,3183.3,67.21875,709.91,58.05,141.04,98.12,,541.42,738.08,116.287,152.331,,,694.074,24662.0,,601.5625,171.65,340.83,,,,8.61,29.92,599.05,9.605,403.875,,,8781.75,
1993-09-06,,58.87,,,,,,1991.5,,,11.8,,3314.84,,,134.4,,,3178.1,,,57.91,141.48,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-07,40.89,58.79,83.95,130.35,,5707.0,74.262,1974.5,22.61,2856.9375,11.42,307.51,3275.89,89.0455,,133.6,,72.504,3156.8,67.375,681.73,58.13,139.06,97.21,41.86,519.82,757.43,115.677,151.068,,,659.53,24332.0,,594.9375,167.28,329.84,,,,8.69,29.15,595.22,9.052,390.0,,,8753.4375,
1993-09-08,41.38,58.71,84.64,130.35,,5835.0,74.409,1961.7,22.56,2875.375,11.44,305.86,3241.26,89.0271,,130.8,,72.297,3153.2,67.2578125,683.87,58.18,138.4,96.25,41.85,529.33,762.76,115.715,153.909,,,662.723,24384.0,,597.1875,164.46,327.18,,,,8.59,29.18,592.63,8.961,391.1875,,,8831.3125,
1993-09-09,41.16,58.63,84.21,130.97,,5876.0,74.586,1939.7,22.48,2890.6875,11.43,306.79,3229.14,88.9995,,131.05,,72.172,3153.2,66.90625,689.5,58.08,139.94,93.76,42.07,523.71,795.67,114.648,153.751,,,657.208,24274.0,,599.375,169.26,329.38,,,,8.61,29.15,594.05,9.003,390.625,,,8767.625,
1993-09-10,40.87,58.69,82.21,131.24,,5871.0,74.684,1942.5,22.2,2881.5,11.22,317.05,3233.47,89.0271,,131.42,,72.4,3154.7,67.125,681.54,58.11,139.94,93.98,42.04,513.35,804.86,115.22,153.436,,,637.468,24268.0,,597.1875,165.66,325.81,,,,8.87,28.27,599.57,8.63,377.6875,,,8661.5,
1993-09-13,40.95,58.63,83.41,130.56,,5988.0,74.655,1956.2,22.45,2927.4375,11.29,316.66,3251.65,89.0179,,132.16,,72.525,3132.4,67.125,666.77,58.07,142.4,93.87,42.07,515.51,789.38,114.686,157.698,,,637.468,24668.0,,605.9375,161.15,322.97,,,,9.1,28.72,599.57,8.289,385.75,,,8661.5,
1993-09-14,40.62,58.66,82.97,130.67,,5906.0,74.221,1963.5,22.46,2902.9375,11.3,310.63,3251.65,88.9534,,133.61,,72.629,3147.0,66.8046875,670.85,57.75,144.64,93.81,42.36,513.99,800.02,114.228,156.751,,,626.147,24366.0,,604.875,163.75,322.88,,,,8.88,28.48,597.11,8.431,381.625,,,8633.1875,
1993-09-15,40.82,58.5,83.34,130.94,,5906.0,74.871,1911.3,22.33,2927.4375,11.21,312.17,3201.21,88.9994,,129.84,,72.338,3099.1,66.8671875,676.09,56.84,143.52,93.36,42.41,520.69,794.7,114.228,154.067,,,616.277,24366.0,,604.875,165.45,327.09,,,,9.21,28.59,598.86,8.437,384.5,,,8746.375,
1993-09-16,40.81,58.65,84.06,129.46,,6013.0,74.743,1911.8,22.29,2924.375,11.17,312.55,3222.58,88.9902,,130.81,,72.338,3114.5,66.8984375,686.01,57.05,143.74,91.78,42.09,538.4,788.89,113.466,156.908,,,605.247,23758.0,,609.25,170.74,330.02,,,,9.12,28.33,596.66,8.624,383.3125,,,8767.625,
1993-09-17,41.03,58.98,85.48,129.56,,5993.0,74.763,1935.1,22.61,2988.75,11.31,315.29,3249.08,88.9902,,131.33,,72.13,3104.7,66.875,682.31,57.24,143.97,89.05,42.5,532.35,801.96,113.389,156.593,,,628.469,23584.0,,623.5625,168.34,329.02,,,,9.43,28.44,594.78,8.574,387.25,,,8831.3125,
1993-09-20,40.89,58.96,85.44,129.56,,6003.0,74.3,1940.6,23.44,2994.875,11.65,312.0,3329.43,88.9902,,132.35,,71.923,3117.6,66.765625,687.56,57.08,146.87,87.25,43.99,534.73,788.41,112.779,155.33,,,636.597,23781.0,,631.25,170.52,331.21,,,,9.25,28.72,590.24,8.677,389.5625,,,8781.75,
1993-09-21,41.32,59.11,84.5,127.72,,5942.0,74.448,1929.6,23.51,2976.5,11.68,313.37,3333.71,89.0086,,131.29,,72.089,3112.5,66.765625,705.83,57.14,147.09,89.0,44.11,534.73,746.3,112.627,152.488,,,649.66,23457.0,,637.875,177.37,335.24,,,,9.13,28.47,587.33,8.873,384.9375,,,8824.25,
1993-09-22,41.24,58.83,85.29,128.3,,5937.0,74.438,1914.1,23.0,3016.375,11.42,313.64,3290.97,89.0086,,130.44,,71.923,3115.6,66.8515625,688.14,57.0,147.99,88.37,43.46,535.59,760.34,111.826,152.804,,,639.787,23521.0,,636.75,172.99,330.57,,,,9.19,28.59,592.83,8.563,388.625,,,8781.75,
1993-09-23,41.24,58.66,88.52,127.42,,5988.0,74.26,1895.3,23.05,3050.0625,11.39,315.78,3283.27,88.9994,,130.81,,71.943,3114.5,66.8515625,695.92,57.32,146.65,87.81,43.8,536.45,790.35,112.779,154.698,,,639.505,23613.0,,631.25,176.17,333.14,,,,9.2,28.79,594.58,8.809,395.3125,,,8817.125,
1993-09-24,41.25,58.64,87.83,127.72,,6003.0,74.448,1920.5,22.97,3050.0625,11.42,318.88,3265.32,88.9994,,130.97,,71.715,3122.8,66.875,694.75,57.4,147.32,89.12,43.45,536.24,785.02,111.521,152.331,,,636.684,23631.0,,627.9375,176.66,333.78,,,,9.19,28.66,595.04,8.721,394.25,,,8944.5,
1993-09-27,40.79,58.87,87.22,128.13,,5774.0,74.063,1934.1,23.18,3019.4375,11.61,320.27,3313.19,89.0363,,131.99,,71.424,3147.5,67.21875,687.56,57.51,148.66,88.66,43.45,544.01,750.17,110.911,150.594,,,638.659,23428.0,,620.25,175.6,329.75,,,,8.97,28.4,599.63,8.567,389.25,,,8880.8125,
1993-09-28,40.76,59.04,87.07,127.99,,5850.0,74.241,1942.8,23.48,2982.625,11.68,314.87,3314.9,89.0363,,131.75,,71.445,3165.5,67.265625,690.65,57.62,148.44,86.4,43.75,564.31,749.21,110.759,149.963,,,649.379,23457.0,,610.375,174.97,330.3,,,,8.97,27.88,598.99,8.63,384.5,,,8916.1875,
1993-09-29,40.59,58.96,85.52,127.93,,5871.0,73.905,1948.7,24.41,2952.0,12.17,311.66,3312.34,89.0179,,131.27,,72.056,3152.6,67.0546875,685.63,57.72,152.46,86.23,45.37,571.44,732.27,111.369,149.174,,,653.892,23341.0,,600.4375,175.39,327.56,,,,8.97,27.86,597.04,8.494,381.9375,,,8987.0,
1993-09-30,40.57,58.9,85.45,126.65,,5871.0,73.679,1939.1,24.57,3001.0,12.22,313.75,3299.52,88.9902,,132.47,,72.098,3142.3,66.921875,690.27,57.7,157.38,84.81,46.25,561.72,721.14,111.636,149.016,,,646.276,23387.0,,599.375,177.3,330.39,,,,9.11,28.05,595.04,8.593,383.4375,,,9022.375,
1993-10-01,40.81,58.92,83.14,127.35,,6172.0,73.442,1936.4,24.36,2976.5,12.13,307.87,3316.61,89.0086,,133.2,,71.782,3159.8,67.140625,689.88,57.62,155.81,85.38,,563.88,711.46,111.102,153.515,,,642.326,23735.0,,599.375,176.59,329.48,,,,9.44,27.7,598.99,8.55,376.3125,,,8951.625,
1993-10-04,40.57,59.0,81.77,128.18,,6182.0,73.196,1953.2,24.08,2906.0,11.98,311.29,3352.51,89.0086,,134.28,,72.561,3199.0,67.1875,685.43,57.78,153.58,84.98,45.61,565.61,710.0,112.639,155.488,,,619.759,23723.0,,599.375,175.32,325.64,,,,9.45,27.15,599.05,8.578,368.6875,,,8852.5,
1993-10-05,40.67,59.27,81.91,128.27,,6141.0,73.393,1978.3,24.05,2899.875,11.93,312.89,3408.93,89.0179,,135.7,,72.056,3210.3,67.1171875,685.82,57.96,154.02,85.95,45.2,567.34,695.97,111.402,156.672,,,614.399,23723.0,,599.375,174.9,327.65,,,,9.33,27.19,598.02,8.599,369.0,,,8895.0,
1993-10-06,41.18,59.38,81.66,129.08,,5845.0,73.679,1982.8,24.08,2921.3125,11.97,314.28,3449.96,89.0179,,137.31,,71.698,3224.7,67.171875,692.39,58.11,154.92,85.03,45.51,558.27,697.42,110.427,155.961,,,612.988,23839.0,,599.375,177.51,333.94,,,,9.47,27.32,598.4,9.024,369.3125,,,8979.875,
1993-10-07,41.24,59.34,81.55,129.1,,5702.0,73.6,1969.2,24.18,2961.1875,12.03,313.64,3441.41,89.0271,,136.62,,71.719,3214.4,67.2109375,692.97,58.0,155.14,85.15,45.54,555.46,697.42,110.877,157.224,,,598.602,23625.0,,602.6875,179.55,331.48,,,,9.24,27.48,595.62,9.226,371.75,,,9128.5,
1993-10-08,41.5,59.52,81.05,130.22,,5733.0,73.856,1978.7,24.25,2964.25,12.05,319.89,3492.7,89.0548,,136.68,,70.897,3236.0,67.453125,698.77,58.32,154.02,85.6,45.66,554.16,717.26,109.077,156.987,,,603.962,23642.0,,601.5625,180.19,332.12,,,,9.35,27.51,597.63,9.178,370.6875,,,9114.375,
1993-10-11,41.6,59.49,81.01,129.93,,5876.0,73.905,1959.1,24.54,2997.9375,12.18,321.76,3473.89,89.0548,,137.13,,70.455,3220.6,67.3671875,699.16,58.24,155.81,86.9,46.01,554.59,726.46,108.402,157.145,,,616.373,23608.0,,605.9375,186.6,332.58,,,,9.19,27.86,598.15,9.115,374.3125,,,9114.375,
1993-10-12,41.67,59.61,81.84,129.85,,5784.0,73.974,1945.0,24.46,2994.875,12.13,318.34,3465.35,89.0455,,137.06,,70.813,3211.3,67.3671875,713.65,58.31,155.81,85.15,45.85,558.27,701.29,109.49,159.434,,,606.782,23422.0,,610.375,189.07,339.24,,,,9.4,27.64,598.4,9.346,374.3125,,,9248.8125,
1993-10-13,41.71,59.58,81.05,128.91,,5799.0,73.974,1946.4,24.37,3056.1875,12.03,311.45,3448.25,89.0363,,136.78,,70.982,3193.8,67.34375,710.56,58.18,155.14,87.07,45.4,501.25,707.1,110.427,156.672,,,622.015,23364.0,,627.9375,189.71,338.87,,,,9.25,27.73,598.79,9.331,372.9375,,,9199.25,
1993-10-14,41.82,59.59,81.55,128.42,,5712.0,74.201,1933.7,24.19,3053.125,11.9,309.31,3443.98,89.0455,,137.36,,71.192,3202.0,67.46875,708.63,57.94,154.03,85.38,45.27,507.51,723.07,111.102,154.541,,,611.296,23445.0,,622.4375,189.0,338.41,,,,9.18,27.85,606.18,9.152,374.75,,,9178.0625,
1993-10-15,41.75,59.71,81.23,128.11,,5779.0,73.896,1961.9,23.89,3050.0625,11.74,310.33,3499.54,89.0455,,138.85,,71.656,3243.2,67.546875,707.86,58.21,153.36,85.27,44.47,501.47,726.94,112.039,152.883,,,612.706,23567.0,,620.25,184.77,336.95,,,,9.26,27.88,609.29,9.167,374.1875,,,9192.1875,
1993-10-18,41.67,59.74,82.49,126.0,,5738.0,74.221,1961.0,23.71,3102.1875,11.66,306.8,3515.78,89.0363,,140.12,,71.677,3249.4,67.3046875,714.43,58.16,152.02,83.62,43.94,495.64,756.47,112.039,152.173,,,601.141,23364.0,,619.1875,187.24,340.15,,,,8.92,27.9,608.18,9.315,376.0,,,9284.1875,
1993-10-19,41.83,59.85,82.74,126.22,,5794.0,74.231,1967.3,23.61,3114.4375,11.75,305.57,3515.78,89.0179,,140.69,,71.656,3241.2,67.3125,715.78,58.39,151.13,82.83,44.04,493.69,738.56,112.039,152.252,,,611.014,23364.0,,614.75,188.3,342.43,,,,9.0,27.66,604.1,9.325,374.3125,,,9347.875,
1993-10-20,42.13,59.89,82.74,126.6,,5967.0,74.655,1972.8,23.82,3096.0625,11.84,305.36,3521.76,88.9994,,141.8,,71.656,3271.5,67.390625,722.55,58.66,151.35,82.83,44.23,489.37,731.78,111.702,150.256,,,596.909,23503.0,,614.75,188.58,343.7,,,,9.0,27.63,605.08,9.563,374.1875,,,9432.8125,
1993-10-21,42.29,59.69,83.5,125.87,,5891.0,75.128,2018.3,23.73,3135.9375,11.86,308.62,3526.89,88.9902,,143.49,,71.908,3314.3,67.15625,720.61,58.72,152.91,82.71,44.12,491.53,750.17,112.114,150.256,,,601.135,23532.0,,616.9375,183.43,344.62,,,,8.98,28.05,603.65,9.536,379.625,,,9602.625,
1993-10-22,42.19,59.89,83.07,124.79,,5784.0,75.571,2047.4,23.37,3108.3125,11.68,307.6,3598.69,88.9717,,144.71,,72.035,3323.5,66.9921875,717.71,58.91,151.57,82.6,43.51,493.26,746.79,112.152,147.954,,,610.115,23758.0,,610.375,185.19,342.98,,,,9.18,28.01,600.35,9.378,378.4375,,,9496.5,
1993-10-25,42.21,59.63,83.32,125.41,,5830.0,75.029,2023.8,22.64,3145.125,11.35,305.89,3566.21,88.9625,,144.22,,71.951,3301.4,66.90625,716.17,58.53,147.33,82.78,42.66,492.4,718.72,111.664,147.647,,,610.907,23660.0,,605.9375,186.11,342.43,,,,9.12,28.12,601.77,9.298,379.5,,,9517.6875,
1993-10-26,42.09,59.68,83.32,125.36,,5758.0,74.773,2012.8,22.68,3139.0,11.31,306.59,3523.47,88.9625,,143.12,,72.226,3276.2,67.015625,715.78,58.66,146.88,82.21,42.54,485.05,723.07,110.727,147.11,,,608.794,23173.0,,594.9375,183.36,341.06,,,,9.12,27.93,601.77,9.251,377.6875,,,9369.125,
1993-10-27,42.02,59.48,84.01,125.58,,5840.0,74.674,1991.6,22.83,3123.625,11.38,308.08,3537.15,88.9625,,141.66,,72.649,3265.9,66.9375,716.55,58.05,147.33,82.21,42.8,475.34,739.04,111.139,147.571,,,624.377,23104.0,,588.375,184.14,342.98,,,,9.28,27.96,603.26,9.382,378.0,,,9369.125,
1993-10-28,41.99,59.57,83.54,126.19,,5814.0,74.339,1998.8,22.46,3105.25,11.24,305.84,3543.99,88.9625,,144.9,,72.713,3277.2,66.9453125,715.59,58.23,146.66,82.66,42.49,464.32,755.01,110.689,147.954,,,629.924,22814.0,,577.375,183.08,340.79,,,,9.18,27.83,606.31,9.235,376.6875,,,9241.75,
1993-10-29,42.07,59.66,84.55,125.66,,5712.0,74.507,1981.6,21.88,3160.4375,10.95,306.1,3559.37,88.9625,,144.1,,72.776,3279.3,66.875,714.43,58.15,143.98,82.83,41.69,460.87,767.6,111.064,150.41,,,625.434,22872.0,,578.5,183.36,340.33,,,,9.25,27.95,606.31,9.192,378.25,,,9496.5,
1993-11-01,42.54,59.53,83.93,125.76,,5672.0,75.118,,22.27,3197.1875,11.24,305.57,3573.05,88.9349,,145.8,,72.522,3264.9,66.5625,699.93,57.96,146.21,82.54,42.53,452.42,750.66,110.802,151.024,,,639.696,22582.0,,576.25,180.54,337.05,,,,9.12,28.05,607.86,8.894,377.6875,,,9411.5625,
1993-11-02,42.56,59.62,84.19,125.0,,5656.0,75.325,1971.7,22.14,3221.75,11.03,307.6,3603.82,88.9072,,145.98,,72.184,3264.9,66.375,702.83,58.0,145.54,83.62,42.34,458.33,763.24,110.164,149.412,,,635.735,22576.0,,577.375,181.31,337.14,,,,9.1,28.69,606.89,8.82,382.6875,,,9432.8125,
1993-11-03,42.66,59.62,84.73,125.8,,5595.0,75.207,1975.3,22.62,3209.5,11.24,306.0,3596.13,88.9072,,148.0,,71.76,3270.0,66.453125,711.34,58.21,146.88,83.28,42.42,455.59,757.92,109.152,144.961,,,644.715,22536.0,,584.0,182.65,341.33,,,,9.19,28.83,598.47,9.066,384.625,,,9439.875,
1993-11-04,42.61,59.59,85.92,125.66,,5463.0,75.492,1939.2,22.5,3243.1875,11.18,300.65,3526.89,88.9164,,148.16,,71.718,3248.4,66.3671875,719.84,58.26,146.21,84.3,42.12,449.25,727.43,109.152,144.117,,,646.035,21881.0,,589.5,185.05,342.79,,,,9.5,29.2,593.81,9.224,388.625,,,9708.75,
1993-11-05,42.59,59.2,86.35,125.99,,5575.0,76.232,1886.7,22.1,3234.0,10.99,301.83,3461.93,88.9072,,144.38,,71.591,3175.8,66.1640625,730.28,57.68,146.88,84.7,41.44,450.94,745.82,109.677,144.731,,,644.451,21736.0,,599.375,182.58,346.62,,,,9.36,29.59,595.36,9.483,391.0,,,9531.875,
1993-11-08,42.16,59.21,84.47,125.76,,5559.0,75.975,1892.1,21.61,3197.1875,10.8,300.01,3453.38,88.9441,,143.28,,71.951,3169.1,66.3828125,725.83,57.75,145.54,85.03,40.99,441.44,730.33,109.677,144.961,,,630.981,21696.0,,590.5625,182.16,344.89,,,,9.26,29.31,596.4,9.462,384.25,,,9425.6875,
1993-11-09,42.08,59.48,85.16,124.67,,5519.0,75.374,1919.3,21.55,3206.4375,10.7,301.19,3510.65,88.9534,,144.07,,72.056,3188.7,66.4765625,727.96,58.19,147.33,84.64,40.8,447.14,733.24,110.314,142.889,,,628.603,21024.0,,581.75,183.01,346.17,,,,8.73,29.11,596.91,9.525,383.9375,,,9503.5625,
1993-11-10,41.84,59.29,88.77,125.54,,5707.0,75.315,1891.2,21.4,3353.5625,10.62,308.24,3464.49,88.9534,,142.16,,71.082,3193.8,66.34375,729.5,58.07,147.55,84.75,40.98,454.74,736.14,110.727,141.969,,,613.549,21163.0,,616.9375,183.01,346.35,,,,8.8,30.56,601.71,9.63,401.9375,,,9772.4375,
1993-11-11,41.72,59.27,85.59,125.27,,5758.0,74.793,,21.86,3405.6875,10.84,314.82,3479.02,88.9349,,141.49,,71.231,3193.8,66.2265625,727.57,58.03,147.55,84.93,41.86,459.6,725.98,111.064,142.813,,,606.682,20977.0,,599.375,183.08,346.35,,,,8.88,30.98,599.63,9.588,409.75,,,9616.75,
1993-11-12,41.52,59.39,92.95,126.84,,5769.0,74.98,1906.6,21.62,3405.6875,10.74,311.93,3475.6,88.9625,,142.49,,71.231,3205.1,66.5,722.16,58.45,,84.64,41.73,475.43,705.65,111.477,143.503,,,589.778,21626.0,,585.0625,182.16,344.53,,,,8.71,30.92,604.04,9.498,409.75,,,9722.9375,
1993-11-15,41.44,59.51,93.53,126.46,,6064.0,74.625,1924.7,21.67,3421.0,10.7,314.07,3533.73,88.9625,,144.48,,70.913,3188.7,66.5,726.22,58.46,149.62,83.9,41.45,477.97,714.84,110.352,143.196,,,597.437,20891.0,,588.375,184.42,346.44,,,,8.76,30.67,601.45,9.588,412.625,,,9779.5625,
1993-11-16,41.54,59.6,92.3,125.85,,6054.0,75.0,1936.4,21.69,3421.0,10.68,313.21,3554.24,88.9902,,144.19,,70.633,3197.9,66.609375,724.09,58.58,150.99,83.06,41.34,463.4,732.27,110.089,140.587,,,594.268,21140.0,,586.1875,185.26,345.53,,,,8.84,30.47,605.08,9.599,409.5,,,9871.5,
1993-11-17,41.89,,94.39,125.76,,6083.0,74.862,1956.3,22.04,3476.1875,10.85,312.14,,88.9902,,143.45,,70.848,3221.1,66.59375,729.12,59.04,153.28,82.83,42.37,464.03,727.61,110.164,139.666,,,606.153,21134.0,,594.9375,182.51,345.26,,,,8.87,30.94,601.58,9.687,414.4375,,,10020.125,
1993-11-18,41.68,59.75,95.73,125.42,,6001.0,74.428,1958.1,21.58,3467.0,10.62,316.85,3561.08,88.981,,143.86,,71.129,3226.2,66.3984375,728.15,59.05,154.43,83.0,42.0,441.02,754.61,110.727,140.434,,,608.792,20960.0,,596.0625,182.94,345.26,,,,9.1,30.7,600.28,9.841,412.625,,,9970.625,
1993-11-19,41.87,59.74,96.2,125.03,,6161.0,74.211,1953.6,21.42,3454.6875,10.64,326.47,3547.41,88.9441,,143.51,,71.129,3203.1,66.1953125,731.24,59.01,152.14,84.13,41.73,445.03,727.61,109.752,139.283,,,611.695,20624.0,,591.6875,182.37,346.62,,,,9.02,30.65,597.89,9.904,413.25,,,10126.25,
1993-11-22,41.74,59.46,95.11,125.3,,6127.0,74.073,1891.2,21.47,3411.8125,10.69,325.64,3478.17,88.9441,,139.54,,71.258,3157.8,66.0859375,731.63,58.67,153.28,84.25,41.7,454.53,720.16,110.239,140.741,,,632.278,20108.0,,573.0,182.02,347.44,,,,8.93,30.22,595.23,9.883,408.3125,,,10090.875,
1993-11-23,41.84,59.33,95.08,126.27,,6016.0,74.31,1877.7,20.88,3405.6875,10.37,325.95,3484.15,88.9717,,139.42,,70.827,3157.8,66.2734375,729.31,58.85,151.45,83.8,40.69,445.67,732.73,109.227,139.052,,,620.667,20195.0,,569.6875,177.44,341.24,,,,8.85,30.21,598.15,9.809,409.625,,,10048.4375,
1993-11-24,41.97,59.34,95.91,126.51,,6040.0,74.181,1874.1,20.56,3421.0,10.2,326.42,3490.99,88.9902,,139.7,,70.892,3160.9,66.2734375,729.12,58.75,152.59,84.02,40.47,442.5,731.34,109.115,140.511,,,621.459,19830.0,,571.875,176.45,342.7,,,,9.0,30.08,599.63,9.773,409.625,,,10083.8125,
1993-11-25,,59.42,,,,,,1919.3,,,9.81,,3528.6,,,142.77,,,3200.0,,,58.89,148.47,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-26,41.81,59.54,96.88,125.82,,,74.093,1917.5,,3467.0,9.75,,3502.96,89.0086,,143.27,,70.892,3217.5,66.4609375,,59.04,149.39,,,,,108.852,140.127,,,,19350.0,,575.1875,,,,,,,30.11,599.96,,412.0,,,10126.25,
